gene_id,locus_tag,ftype,gene_name,product_name,product_short,plot_label,COG,EC_number
E745S_02483,E745S_02483,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02484,E745S_02484,CDS,rpoE,putative DNA-directed RNA polymerase subunit delta,putative DNA-directed RNA polymerase subunit delta,rpoE / putative DNA-directed RNA polymerase subunit delta,,
E745S_02485,E745S_02485,CDS,sigV,RNA polymerase sigma factor SigV,RNA polymerase sigma factor SigV,sigV / RNA polymerase sigma factor SigV,COG1595,
E745S_02486,E745S_02486,CDS,rsiV,Anti-sigma-V factor RsiV,Anti-sigma-V factor RsiV,rsiV / Anti-sigma-V factor RsiV,,
E745S_02487,E745S_02487,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02488,E745S_02488,tRNA,NA,tRNA-Arg(ccg),tRNA-Arg(ccg),tRNA-Arg(ccg),,
E745S_02489,E745S_02489,CDS,rpoN1,RNA polymerase sigma-54 factor 1,RNA polymerase sigma-54 factor 1,rpoN1 / RNA polymerase sigma-54 factor 1,COG1508,
E745S_02490,E745S_02490,CDS,cggR,Central glycolytic genes regulator,Central glycolytic genes regulator,cggR / Central glycolytic genes regulator,COG2390,
E745S_02491,E745S_02491,CDS,gap_2,Glyceraldehyde-3-phosphate dehydrogenase,Glyceraldehyde-3-phosphate dehydrogenase,gap_2 / Glyceraldehyde-3-phosphate dehydrogenase,,1.2.1.12
E745S_02492,E745S_02492,CDS,pgk,Phosphoglycerate kinase,Phosphoglycerate kinase,pgk / Phosphoglycerate kinase,,2.7.2.3
E745S_02493,E745S_02493,CDS,tpiA,Triosephosphate isomerase,Triosephosphate isomerase,tpiA / Triosephosphate isomerase,COG0149,5.3.1.1
E745S_02494,E745S_02494,CDS,eno,Enolase,Enolase,eno / Enolase,,4.2.1.11
E745S_02495,E745S_02495,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02496,E745S_02496,CDS,NA,IS3 family transposase ISEnfa3,IS3 family transposase ISEnfa3,IS3 family transposase ISEnfa3,,
E745S_02497,E745S_02497,CDS,NA,ISL3 family transposase ISEfa11,ISL3 family transposase ISEfa11,ISL3 family transposase ISEfa11,,
E745S_02498,E745S_02498,CDS,dapE,putative succinyl-diaminopimelate desuccinylase,putative succinyl-diaminopimelate desuccinylase,dapE / putative succinyl-diaminopimelate desuccinylase,,3.5.1.18
E745S_02499,E745S_02499,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02500,E745S_02500,CDS,rihB,Pyrimidine-specific ribonucleoside hydrolase RihB,Pyrimidine-specific ribonucleoside hydrolase RihB,rihB / Pyrimidine-specific ribonucleoside hydrolase RihB,COG1957,3.2.2.8
E745S_02501,E745S_02501,CDS,menH_3,2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase,2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate s,menH_3 / 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate s,,4.2.99.20
E745S_02502,E745S_02502,CDS,yjdJ,putative protein YjdJ,putative protein YjdJ,yjdJ / putative protein YjdJ,COG2388,
E745S_02503,E745S_02503,CDS,secG,putative protein-export membrane protein SecG,putative protein-export membrane protein SecG,secG / putative protein-export membrane protein SecG,COG1314,
E745S_02504,E745S_02504,CDS,est,Carboxylesterase,Carboxylesterase,est / Carboxylesterase,,3.1.1.1
E745S_02505,E745S_02505,CDS,rnr,Ribonuclease R,Ribonuclease R,rnr / Ribonuclease R,COG0557,3.1.13.1
E745S_02506,E745S_02506,CDS,smpB,SsrA-binding protein,SsrA-binding protein,smpB / SsrA-binding protein,COG0691,
E745S_02507,E745S_02507,CDS,atpB,ATP synthase subunit a,ATP synthase subunit a,atpB / ATP synthase subunit a,,
E745S_02508,E745S_02508,CDS,atpE_2,ATP synthase subunit c,ATP synthase subunit c,atpE_2 / ATP synthase subunit c,,
E745S_02509,E745S_02509,CDS,atpF,ATP synthase subunit b,ATP synthase subunit b,atpF / ATP synthase subunit b,COG0711,
E745S_02510,E745S_02510,CDS,atpH,ATP synthase subunit delta,ATP synthase subunit delta,atpH / ATP synthase subunit delta,COG0712,
E745S_02511,E745S_02511,CDS,atpA,ATP synthase subunit alpha,ATP synthase subunit alpha,atpA / ATP synthase subunit alpha,COG0056,7.1.2.2
E745S_02512,E745S_02512,CDS,atpG,ATP synthase gamma chain,ATP synthase gamma chain,atpG / ATP synthase gamma chain,COG0224,
E745S_02513,E745S_02513,CDS,atpD,ATP synthase subunit beta,ATP synthase subunit beta,atpD / ATP synthase subunit beta,COG0055,7.1.2.2
E745S_02514,E745S_02514,CDS,atpC,ATP synthase epsilon chain,ATP synthase epsilon chain,atpC / ATP synthase epsilon chain,COG0355,
E745S_02515,E745S_02515,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02516,E745S_02516,CDS,murA1_2,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1,murA1_2 / UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1,COG0766,2.5.1.7
E745S_02517,E745S_02517,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02518,E745S_02518,CDS,NA,Putative membrane protein insertion efficiency factor,Putative membrane protein insertion efficiency factor,Putative membrane protein insertion efficiency factor,COG0759,
E745S_02519,E745S_02519,CDS,yvbK,putative N-acetyltransferase YvbK,putative N-acetyltransferase YvbK,yvbK / putative N-acetyltransferase YvbK,,2.3.1.-
E745S_02520,E745S_02520,CDS,bglK,Beta-glucoside kinase,Beta-glucoside kinase,bglK / Beta-glucoside kinase,COG1940,2.7.1.85
E745S_02521,E745S_02521,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02522,E745S_02522,tRNA,NA,tRNA-Tyr(gta),tRNA-Tyr(gta),tRNA-Tyr(gta),,
E745S_02523,E745S_02523,tRNA,NA,tRNA-Gln(ttg),tRNA-Gln(ttg),tRNA-Gln(ttg),,
E745S_02524,E745S_02524,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02525,E745S_02525,CDS,nagR_1,HTH-type transcriptional repressor NagR,HTH-type transcriptional repressor NagR,nagR_1 / HTH-type transcriptional repressor NagR,COG2188,
E745S_02526,E745S_02526,CDS,yigZ,IMPACT family member YigZ,IMPACT family member YigZ,yigZ / IMPACT family member YigZ,COG1739,
E745S_02527,E745S_02527,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02528,E745S_02528,CDS,ptcB_2,PTS system galactose-specific EIIB component,PTS system galactose-specific EIIB component,ptcB_2 / PTS system galactose-specific EIIB component,COG1440,2.7.1.204
E745S_02529,E745S_02529,CDS,comFA,ComF operon protein 1,ComF operon protein 1,comFA / ComF operon protein 1,COG4098,3.6.4.12
E745S_02530,E745S_02530,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02531,E745S_02531,CDS,hpf,Ribosome hibernation promotion factor,Ribosome hibernation promotion factor,hpf / Ribosome hibernation promotion factor,,
E745S_02532,E745S_02532,CDS,secA,Protein translocase subunit SecA,Protein translocase subunit SecA,secA / Protein translocase subunit SecA,COG0653,
E745S_02533,E745S_02533,CDS,prfB,Peptide chain release factor 2,Peptide chain release factor 2,prfB / Peptide chain release factor 2,,
E745S_02534,E745S_02534,CDS,ftsE,Cell division ATP-binding protein FtsE,Cell division ATP-binding protein FtsE,ftsE / Cell division ATP-binding protein FtsE,COG2884,
E745S_02535,E745S_02535,CDS,ftsX,Cell division protein FtsX,Cell division protein FtsX,ftsX / Cell division protein FtsX,COG2177,
E745S_02536,E745S_02536,CDS,clsA_2,Major cardiolipin synthase ClsA,Major cardiolipin synthase ClsA,clsA_2 / Major cardiolipin synthase ClsA,COG1502,2.7.8.-
E745S_02537,E745S_02537,CDS,pstS1_1,Phosphate-binding protein PstS 1,Phosphate-binding protein PstS 1,pstS1_1 / Phosphate-binding protein PstS 1,COG0226,
E745S_02538,E745S_02538,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02539,E745S_02539,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02540,E745S_02540,CDS,pstB3_1,Phosphate import ATP-binding protein PstB 3,Phosphate import ATP-binding protein PstB 3,pstB3_1 / Phosphate import ATP-binding protein PstB 3,COG1117,7.3.2.1
E745S_02541,E745S_02541,CDS,pstB3_2,Phosphate import ATP-binding protein PstB 3,Phosphate import ATP-binding protein PstB 3,pstB3_2 / Phosphate import ATP-binding protein PstB 3,COG1117,7.3.2.1
E745S_02542,E745S_02542,CDS,phoU,Phosphate-specific transport system accessory protein PhoU ,Phosphate-specific transport system accessory protein P,phoU / Phosphate-specific transport system accessory protein P,COG0704,
E745S_02543,E745S_02543,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02544,E745S_02544,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02545,E745S_02545,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02546,E745S_02546,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02547,E745S_02547,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02548,E745S_02548,CDS,NA,ISL3 family transposase ISEfa5,ISL3 family transposase ISEfa5,ISL3 family transposase ISEfa5,,
E745S_02549,E745S_02549,CDS,hprK,HPr kinase/phosphorylase,HPr kinase/phosphorylase,hprK / HPr kinase/phosphorylase,COG1493,2.7.11.-
E745S_02550,E745S_02550,CDS,lgt,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase,Phosphatidylglycerol--prolipoprotein diacylglyceryl tra,lgt / Phosphatidylglycerol--prolipoprotein diacylglyceryl tra,COG0682,2.5.1.145
E745S_02551,E745S_02551,CDS,gpsA_2,Glycerol-3-phosphate dehydrogenase [NAD(P)+],Glycerol-3-phosphate dehydrogenase [NAD(P)+],gpsA_2 / Glycerol-3-phosphate dehydrogenase [NAD(P)+],COG0240,1.1.1.94
E745S_02552,E745S_02552,CDS,gtaB_2,UTP--glucose-1-phosphate uridylyltransferase,UTP--glucose-1-phosphate uridylyltransferase,gtaB_2 / UTP--glucose-1-phosphate uridylyltransferase,COG1210,2.7.7.9
E745S_02553,E745S_02553,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02554,E745S_02554,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02555,E745S_02555,CDS,pepQ,Xaa-Pro dipeptidase,Xaa-Pro dipeptidase,pepQ / Xaa-Pro dipeptidase,COG0006,3.4.13.9
E745S_02556,E745S_02556,CDS,ccpA_2,Catabolite control protein A,Catabolite control protein A,ccpA_2 / Catabolite control protein A,COG1609,
E745S_02557,E745S_02557,CDS,ponA_2,Penicillin-binding protein 1A/1B,Penicillin-binding protein 1A/1B,ponA_2 / Penicillin-binding protein 1A/1B,COG0744,
E745S_02558,E745S_02558,CDS,nfo,putative endonuclease 4,putative endonuclease 4,nfo / putative endonuclease 4,COG0648,3.1.21.2
E745S_02559,E745S_02559,CDS,NA,IS110 family transposase ISBth13,IS110 family transposase ISBth13,IS110 family transposase ISBth13,,
E745S_02560,E745S_02560,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02561,E745S_02561,CDS,mntH,Divalent metal cation transporter MntH,Divalent metal cation transporter MntH,mntH / Divalent metal cation transporter MntH,,
E745S_02562,E745S_02562,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02563,E745S_02563,CDS,yheI,putative multidrug resistance ABC transporter ATP-binding/permease protein YheI,putative multidrug resistance ABC transporter ATP-bindi,yheI / putative multidrug resistance ABC transporter ATP-bindi,COG1132,3.6.3.-
E745S_02564,E745S_02564,CDS,yheH,putative multidrug resistance ABC transporter ATP-binding/permease protein YheH,putative multidrug resistance ABC transporter ATP-bindi,yheH / putative multidrug resistance ABC transporter ATP-bindi,COG1132,3.6.3.-
E745S_02565,E745S_02565,CDS,licT_3,Transcription antiterminator LicT,Transcription antiterminator LicT,licT_3 / Transcription antiterminator LicT,COG3711,
E745S_02566,E745S_02566,CDS,bglF_3,PTS system beta-glucoside-specific EIIBCA component,PTS system beta-glucoside-specific EIIBCA component,bglF_3 / PTS system beta-glucoside-specific EIIBCA component,COG1263,
E745S_02567,E745S_02567,CDS,murR_2,HTH-type transcriptional regulator MurR,HTH-type transcriptional regulator MurR,murR_2 / HTH-type transcriptional regulator MurR,,
E745S_02568,E745S_02568,CDS,licH,putative 6-phospho-beta-glucosidase,putative 6-phospho-beta-glucosidase,licH / putative 6-phospho-beta-glucosidase,COG1486,3.2.1.86
E745S_02569,E745S_02569,CDS,bglH_2,Aryl-phospho-beta-D-glucosidase BglH,Aryl-phospho-beta-D-glucosidase BglH,bglH_2 / Aryl-phospho-beta-D-glucosidase BglH,COG2723,3.2.1.86
E745S_02570,E745S_02570,CDS,trxB,Thioredoxin reductase,Thioredoxin reductase,trxB / Thioredoxin reductase,COG0492,1.8.1.9
E745S_02571,E745S_02571,CDS,pgcA,Phosphoglucomutase,Phosphoglucomutase,pgcA / Phosphoglucomutase,,5.4.2.2
E745S_02572,E745S_02572,CDS,czrA,HTH-type transcriptional repressor CzrA,HTH-type transcriptional repressor CzrA,czrA / HTH-type transcriptional repressor CzrA,COG0640,
E745S_02573,E745S_02573,CDS,yqfL,Putative pyruvate, phosphate dikinase regulatory protein,Putative pyruvate, phosphate dikinase regulatory protei,yqfL / Putative pyruvate, phosphate dikinase regulatory protei,COG1806,2.7.11.32
E745S_02574,E745S_02574,CDS,zur,Zinc-specific metallo-regulatory protein,Zinc-specific metallo-regulatory protein,zur / Zinc-specific metallo-regulatory protein,COG0735,
E745S_02575,E745S_02575,CDS,rpsU,30S ribosomal protein S21,30S ribosomal protein S21,rpsU / 30S ribosomal protein S21,COG0828,
E745S_02576,E745S_02576,CDS,yqeY,putative protein YqeY,putative protein YqeY,yqeY / putative protein YqeY,COG1610,
E745S_02577,E745S_02577,CDS,brnQ_2,Branched-chain amino acid transport system 2 carrier protein,Branched-chain amino acid transport system 2 carrier pr,brnQ_2 / Branched-chain amino acid transport system 2 carrier pr,COG1114,
E745S_02578,E745S_02578,CDS,NA,PhoH-like protein,PhoH-like protein,PhoH-like protein,COG1702,
E745S_02579,E745S_02579,CDS,pgpH,Cyclic-di-AMP phosphodiesterase PgpH,Cyclic-di-AMP phosphodiesterase PgpH,pgpH / Cyclic-di-AMP phosphodiesterase PgpH,,3.1.4.59
E745S_02580,E745S_02580,CDS,ybeY,Endoribonuclease YbeY,Endoribonuclease YbeY,ybeY / Endoribonuclease YbeY,COG0319,3.1.-.-
E745S_02581,E745S_02581,CDS,dgkA,Undecaprenol kinase,Undecaprenol kinase,dgkA / Undecaprenol kinase,COG0818,2.7.1.66
E745S_02582,E745S_02582,CDS,era,GTPase Era,GTPase Era,era / GTPase Era,COG1159,
E745S_02583,E745S_02583,CDS,recO,DNA repair protein RecO,DNA repair protein RecO,recO / DNA repair protein RecO,COG1381,
E745S_02584,E745S_02584,CDS,glyQ,Glycine--tRNA ligase alpha subunit,Glycine--tRNA ligase alpha subunit,glyQ / Glycine--tRNA ligase alpha subunit,COG0752,6.1.1.14
E745S_02585,E745S_02585,CDS,glyS,Glycine--tRNA ligase beta subunit,Glycine--tRNA ligase beta subunit,glyS / Glycine--tRNA ligase beta subunit,COG0751,6.1.1.14
E745S_02586,E745S_02586,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02587,E745S_02587,CDS,tagU_3,Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU,Polyisoprenyl-teichoic acid--peptidoglycan teichoic aci,tagU_3 / Polyisoprenyl-teichoic acid--peptidoglycan teichoic aci,COG1316,2.7.8.-
E745S_02588,E745S_02588,CDS,ywqC,putative capsular polysaccharide biosynthesis protein YwqC,putative capsular polysaccharide biosynthesis protein Y,ywqC / putative capsular polysaccharide biosynthesis protein Y,COG3944,
E745S_02589,E745S_02589,CDS,ywqD,Tyrosine-protein kinase YwqD,Tyrosine-protein kinase YwqD,ywqD / Tyrosine-protein kinase YwqD,COG0489,2.7.10.2
E745S_02590,E745S_02590,CDS,ywqE,Tyrosine-protein phosphatase YwqE,Tyrosine-protein phosphatase YwqE,ywqE / Tyrosine-protein phosphatase YwqE,COG4464,3.1.3.48
E745S_02591,E745S_02591,CDS,pglF,UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase,UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase,pglF / UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase,COG1086,4.2.1.135
E745S_02592,E745S_02592,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02593,E745S_02593,CDS,gph_2,Phosphoglycolate phosphatase,Phosphoglycolate phosphatase,gph_2 / Phosphoglycolate phosphatase,,3.1.3.18
E745S_02594,E745S_02594,CDS,epsN,Putative pyridoxal phosphate-dependent aminotransferase EpsN,Putative pyridoxal phosphate-dependent aminotransferase,epsN / Putative pyridoxal phosphate-dependent aminotransferase,COG0399,2.6.1.-
E745S_02595,E745S_02595,CDS,epsL,putative sugar transferase EpsL,putative sugar transferase EpsL,epsL / putative sugar transferase EpsL,COG2148,2.-.-.-
E745S_02596,E745S_02596,CDS,pglA,N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase,N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alph,pglA / N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alph,,2.4.1.290
E745S_02597,E745S_02597,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02598,E745S_02598,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02599,E745S_02599,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02600,E745S_02600,CDS,pglH_2,GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase,GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-und,pglH_2 / GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-und,COG0438,2.4.1.292
E745S_02601,E745S_02601,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02602,E745S_02602,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02603,E745S_02603,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02604,E745S_02604,CDS,NA,IS256 family transposase IS256,IS256 family transposase IS256,IS256 family transposase IS256,,
E745S_02605,E745S_02605,CDS,wbgU_2,UDP-N-acetylglucosamine 4-epimerase,UDP-N-acetylglucosamine 4-epimerase,wbgU_2 / UDP-N-acetylglucosamine 4-epimerase,,5.1.3.7
E745S_02606,E745S_02606,CDS,ugd,UDP-glucose 6-dehydrogenase,UDP-glucose 6-dehydrogenase,ugd / UDP-glucose 6-dehydrogenase,COG1004,1.1.1.22
E745S_02607,E745S_02607,CDS,glvR,HTH-type transcriptional regulator GlvR,HTH-type transcriptional regulator GlvR,glvR / HTH-type transcriptional regulator GlvR,COG1737,
E745S_02608,E745S_02608,CDS,pfkB,ATP-dependent 6-phosphofructokinase isozyme 2,ATP-dependent 6-phosphofructokinase isozyme 2,pfkB / ATP-dependent 6-phosphofructokinase isozyme 2,COG1105,2.7.1.11
E745S_02609,E745S_02609,CDS,fruA_5,PTS system fructose-specific EIIABC component,PTS system fructose-specific EIIABC component,fruA_5 / PTS system fructose-specific EIIABC component,COG1299,
E745S_02610,E745S_02610,CDS,mngA,PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component,PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIA,mngA / PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIA,COG1299,
E745S_02611,E745S_02611,CDS,lacD2,Tagatose 1,6-diphosphate aldolase 2,Tagatose 1,6-diphosphate aldolase 2,lacD2 / Tagatose 1,6-diphosphate aldolase 2,COG3684,4.1.2.40
E745S_02612,E745S_02612,CDS,yidC,Membrane protein insertase YidC,Membrane protein insertase YidC,yidC / Membrane protein insertase YidC,,
E745S_02613,E745S_02613,CDS,acyP,Acylphosphatase,Acylphosphatase,acyP / Acylphosphatase,COG1254,3.6.1.7
E745S_02614,E745S_02614,CDS,NA,Putative TrmH family tRNA/rRNA methyltransferase,Putative TrmH family tRNA/rRNA methyltransferase,Putative TrmH family tRNA/rRNA methyltransferase,,2.1.1.-
E745S_02615,E745S_02615,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02616,E745S_02616,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02617,E745S_02617,CDS,eriC,Chloride/fluoride channel protein,Chloride/fluoride channel protein,eriC / Chloride/fluoride channel protein,COG0038,
E745S_02618,E745S_02618,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02619,E745S_02619,CDS,dacA,D-alanyl-D-alanine carboxypeptidase DacA,D-alanyl-D-alanine carboxypeptidase DacA,dacA / D-alanyl-D-alanine carboxypeptidase DacA,COG1686,3.4.16.4
E745S_02620,E745S_02620,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02621,E745S_02621,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02622,E745S_02622,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02623,E745S_02623,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02624,E745S_02624,CDS,cspLA_2,Cold shock-like protein CspLA,Cold shock-like protein CspLA,cspLA_2 / Cold shock-like protein CspLA,COG1278,
E745S_02625,E745S_02625,CDS,dinG_2,3'-5' exonuclease DinG,3'-5' exonuclease DinG,dinG_2 / 3'-5' exonuclease DinG,,3.1.-.-
E745S_02626,E745S_02626,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02627,E745S_02627,CDS,aspB,Asparagine--oxo-acid transaminase,Asparagine--oxo-acid transaminase,aspB / Asparagine--oxo-acid transaminase,COG0436,2.6.1.14
E745S_02628,E745S_02628,CDS,asnS,Asparagine--tRNA ligase,Asparagine--tRNA ligase,asnS / Asparagine--tRNA ligase,,6.1.1.22
E745S_02629,E745S_02629,CDS,axe2,Acetylxylan esterase,Acetylxylan esterase,axe2 / Acetylxylan esterase,,3.1.1.72
E745S_02630,E745S_02630,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02631,E745S_02631,CDS,yccF,Inner membrane protein YccF,Inner membrane protein YccF,yccF / Inner membrane protein YccF,COG3304,
E745S_02632,E745S_02632,CDS,cadA,Cadmium, zinc and cobalt-transporting ATPase,Cadmium, zinc and cobalt-transporting ATPase,cadA / Cadmium, zinc and cobalt-transporting ATPase,COG2217,3.6.3.3
E745S_02633,E745S_02633,CDS,ycaM,Inner membrane transporter YcaM,Inner membrane transporter YcaM,ycaM / Inner membrane transporter YcaM,COG0531,
E745S_02634,E745S_02634,CDS,NA,ISL3 family transposase ISEfa5,ISL3 family transposase ISEfa5,ISL3 family transposase ISEfa5,,
E745S_02635,E745S_02635,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02636,E745S_02636,CDS,copY,Transcriptional repressor CopY,Transcriptional repressor CopY,copY / Transcriptional repressor CopY,,
E745S_02637,E745S_02637,CDS,copZ,Copper chaperone CopZ,Copper chaperone CopZ,copZ / Copper chaperone CopZ,,
E745S_02638,E745S_02638,CDS,copA,putative copper-importing P-type ATPase A,putative copper-importing P-type ATPase A,copA / putative copper-importing P-type ATPase A,,7.2.2.8
E745S_02639,E745S_02639,CDS,copB,Copper-exporting P-type ATPase B,Copper-exporting P-type ATPase B,copB / Copper-exporting P-type ATPase B,,7.2.2.8
E745S_02640,E745S_02640,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02641,E745S_02641,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02642,E745S_02642,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02643,E745S_02643,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02644,E745S_02644,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02645,E745S_02645,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02646,E745S_02646,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02647,E745S_02647,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02648,E745S_02648,CDS,lytA,Autolysin,Autolysin,lytA / Autolysin,,3.5.1.28
E745S_02649,E745S_02649,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02650,E745S_02650,CDS,NA,IS3 family transposase ISEnfa3,IS3 family transposase ISEnfa3,IS3 family transposase ISEnfa3,,
E745S_02651,E745S_02651,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02652,E745S_02652,CDS,NA,IS256 family transposase ISEf1,IS256 family transposase ISEf1,IS256 family transposase ISEf1,,
E745S_02653,E745S_02653,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02654,E745S_02654,CDS,NA,IS3 family transposase ISEnfa3,IS3 family transposase ISEnfa3,IS3 family transposase ISEnfa3,,
E745S_02655,E745S_02655,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02656,E745S_02656,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02657,E745S_02657,CDS,NA,IS110 family transposase ISSpn10,IS110 family transposase ISSpn10,IS110 family transposase ISSpn10,,
E745S_02658,E745S_02658,CDS,cbh_3,Choloylglycine hydrolase,Choloylglycine hydrolase,cbh_3 / Choloylglycine hydrolase,,3.5.1.24
E745S_02659,E745S_02659,CDS,NA,ISL3 family transposase ISEfa5,ISL3 family transposase ISEfa5,ISL3 family transposase ISEfa5,,
E745S_02660,E745S_02660,CDS,NA,IS256 family transposase IS16,IS256 family transposase IS16,IS256 family transposase IS16,,
E745S_02661,E745S_02661,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02662,E745S_02662,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02663,E745S_02663,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_02664,E745S_02664,CDS,pstS1_2,Phosphate-binding protein PstS 1,Phosphate-binding protein PstS 1,pstS1_2 / Phosphate-binding protein PstS 1,COG0226,
E745S_02665,E745S_02665,CDS,NA,ISL3 family transposase IS1251,ISL3 family transposase IS1251,ISL3 family transposase IS1251,,
E745S_02666,E745S_02666,CDS,NA,ISL3 family transposase IS1476,ISL3 family transposase IS1476,ISL3 family transposase IS1476,,
E745S_02667,E745S_02667,CDS,ctpE_2,Calcium-transporting ATPase CtpE,Calcium-transporting ATPase CtpE,ctpE_2 / Calcium-transporting ATPase CtpE,COG0474,7.2.2.10
E745S_02668,E745S_02668,CDS,phoR_2,Alkaline phosphatase synthesis sensor protein PhoR,Alkaline phosphatase synthesis sensor protein PhoR,phoR_2 / Alkaline phosphatase synthesis sensor protein PhoR,COG0642,2.7.13.3
E745S_02669,E745S_02669,CDS,phoP,Alkaline phosphatase synthesis transcriptional regulatory protein PhoP,Alkaline phosphatase synthesis transcriptional regulato,phoP / Alkaline phosphatase synthesis transcriptional regulato,COG0745,
E745S_02670,E745S_02670,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
