locus_tag	ftype	length_bp	gene	EC_number	COG	product
E745S_02339	CDS	339				hypothetical protein
E745S_02340	gene	708				
E745S_02340	CDS	708				hypothetical protein
E745S_02341	gene	1482				
E745S_02341	CDS	1482				hypothetical protein
E745S_02342	gene	534				
E745S_02342	CDS	534				hypothetical protein
E745S_02343	gene	1371	rsmF			
E745S_02343	CDS	1371	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
E745S_02344	gene	336				
E745S_02344	CDS	336				hypothetical protein
E745S_02345	gene	858	lrp			
E745S_02345	CDS	858	lrp			Leucine-rich protein
E745S_02346	gene	516	tadA_2			
E745S_02346	CDS	516	tadA_2	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
E745S_02347	gene	255				
E745S_02347	CDS	255				hypothetical protein
E745S_02348	gene	1386				
E745S_02348	CDS	1386				hypothetical protein
E745S_02349	gene	678				
E745S_02349	CDS	678				hypothetical protein
E745S_02350	gene	765	yutF			
E745S_02350	CDS	765	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
E745S_02351	gene	660				
E745S_02351	CDS	660				hypothetical protein
E745S_02352	gene	510	ypjQ			
E745S_02352	CDS	510	ypjQ		COG1267	putative protein YpjQ
E745S_02353	gene	999	yumC			
E745S_02353	CDS	999	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
E745S_02354	gene	585				
E745S_02354	CDS	585		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
E745S_02355	gene	1176	patB			
E745S_02355	CDS	1176	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
E745S_02356	gene	381	yugI			
E745S_02356	CDS	381	yugI		COG1098	General stress protein 13
E745S_02357	gene	363				
E745S_02357	CDS	363				hypothetical protein
E745S_02358	gene	76				
E745S_02358	tRNA	76				tRNA-Asn(gtt)
E745S_02359	gene	837				
E745S_02359	CDS	837				IS3 family transposase IS1485
E745S_02360	gene	291				
E745S_02360	CDS	291				IS3 family transposase IS1485
E745S_02361	gene	375				
E745S_02361	CDS	375				hypothetical protein
E745S_02362	gene	630	menH_2			
E745S_02362	CDS	630	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
E745S_02363	gene	73				
E745S_02363	tRNA	73				tRNA-Thr(ggt)
E745S_02364	gene	76				
E745S_02364	tRNA	76				tRNA-Asn(gtt)
E745S_02365	gene	165				
E745S_02365	CDS	165				hypothetical protein
E745S_02366	gene	1329	pepC			
E745S_02366	CDS	1329	pepC	3.4.22.40	COG3579	Aminopeptidase C
E745S_02367	gene	834				
E745S_02367	CDS	834		2.7.1.-		putative ketoamine kinase
E745S_02368	gene	738				
E745S_02368	CDS	738				hypothetical protein
E745S_02369	gene	969	ansA			
E745S_02369	CDS	969	ansA	3.5.1.1	COG0252	L-asparaginase
E745S_02370	gene	834				
E745S_02370	CDS	834				hypothetical protein
E745S_02371	gene	840	yhaX			
E745S_02371	CDS	840	yhaX		COG0561	Stress response protein YhaX
E745S_02372	gene	561				
E745S_02372	CDS	561				hypothetical protein
E745S_02373	gene	1722	ezrA			
E745S_02373	CDS	1722	ezrA		COG4477	Septation ring formation regulator EzrA
E745S_02374	gene	1143	iscS_2			
E745S_02374	CDS	1143	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
E745S_02375	gene	576	thiI_1			
E745S_02375	CDS	576	thiI_1	2.8.1.4	COG0301	putative tRNA sulfurtransferase
E745S_02376	gene	621	thiI_2			
E745S_02376	CDS	621	thiI_2	2.8.1.4	COG0301	putative tRNA sulfurtransferase
E745S_02377	gene	648	rex_1			
E745S_02377	CDS	648	rex_1		COG2344	Redox-sensing transcriptional repressor Rex
E745S_02378	gene	2646	valS			
E745S_02378	CDS	2646	valS	6.1.1.9	COG0525	Valine--tRNA ligase
E745S_02379	gene	1314	fpgS			
E745S_02379	CDS	1314	fpgS	6.3.2.17		Folylpolyglutamate synthase
E745S_02380	gene	654				
E745S_02380	CDS	654		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
E745S_02381	gene	693				
E745S_02381	CDS	693				hypothetical protein
E745S_02382	gene	201	cspLA_1			
E745S_02382	CDS	201	cspLA_1		COG1278	Cold shock-like protein CspLA
E745S_02383	gene	1680	rnj1			
E745S_02383	CDS	1680	rnj1	3.1.-.-		Ribonuclease J 1
E745S_02384	gene	213				
E745S_02384	CDS	213				hypothetical protein
E745S_02385	gene	1731				
E745S_02385	CDS	1731			COG1132	putative ABC transporter ATP-binding protein
E745S_02386	gene	1761				
E745S_02386	CDS	1761			COG1132	putative ABC transporter ATP-binding protein
E745S_02387	gene	198				
E745S_02387	CDS	198				hypothetical protein
E745S_02388	gene	486	yrdA			
E745S_02388	CDS	486	yrdA		COG0663	Protein YrdA
E745S_02389	gene	594	clpP_2			
E745S_02389	CDS	594	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
E745S_02390	gene	528				
E745S_02390	CDS	528				hypothetical protein
E745S_02391	gene	738	glpQ			
E745S_02391	CDS	738	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
E745S_02392	gene	918	miaA			
E745S_02392	CDS	918	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
E745S_02393	gene	1230	hflX			
E745S_02393	CDS	1230	hflX		COG2262	GTPase HflX
E745S_02394	gene	954				
E745S_02394	CDS	954			COG2826	IS30 family transposase IS1252
E745S_02395	gene	408				
E745S_02395	CDS	408				hypothetical protein
E745S_02396	gene	1224	cdr_2			
E745S_02396	CDS	1224	cdr_2	1.8.1.14		Coenzyme A disulfide reductase
E745S_02397	gene	900	rhaR_6			
E745S_02397	CDS	900	rhaR_6			HTH-type transcriptional activator RhaR
E745S_02398	gene	1125	araN_2			
E745S_02398	CDS	1125	araN_2		COG1653	putative arabinose-binding protein
E745S_02399	gene	918	lacF_5			
E745S_02399	CDS	918	lacF_5			Lactose transport system permease protein LacF
E745S_02400	gene	834	lacG_3			
E745S_02400	CDS	834	lacG_3			Lactose transport system permease protein LacG
E745S_02401	gene	1119	ugl_1			
E745S_02401	CDS	1119	ugl_1	3.2.1.179		Unsaturated glucuronyl hydrolase
E745S_02402	gene	1872				
E745S_02402	CDS	1872				hypothetical protein
E745S_02403	gene	1224	ugl_2			
E745S_02403	CDS	1224	ugl_2	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
E745S_02404	gene	1935	yheS			
E745S_02404	CDS	1935	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
E745S_02405	gene	657	rex_2			
E745S_02405	CDS	657	rex_2		COG2344	Redox-sensing transcriptional repressor Rex
E745S_02406	gene	354				
E745S_02406	CDS	354				hypothetical protein
E745S_02407	gene	930				
E745S_02407	CDS	930			COG0701	Putative two-component membrane permease complex subunit SMU_747c
E745S_02408	gene	837				
E745S_02408	CDS	837			COG3689	Putative two-component membrane permease complex subunit SMU_746c
E745S_02409	gene	777				
E745S_02409	CDS	777				hypothetical protein
E745S_02410	gene	744	natA_2			
E745S_02410	CDS	744	natA_2	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
E745S_02411	gene	1581				
E745S_02411	CDS	1581				hypothetical protein
E745S_02412	gene	480				
E745S_02412	CDS	480				hypothetical protein
E745S_02413	gene	753				
E745S_02413	CDS	753				hypothetical protein
E745S_02414	gene	71				
E745S_02414	tRNA	71				tRNA-Gly(ccc)
E745S_02415	gene	726	endA			
E745S_02415	CDS	726	endA	3.1.30.-		DNA-entry nuclease
E745S_02416	gene	267				
E745S_02416	CDS	267				hypothetical protein
E745S_02417	gene	432	yrrK			
E745S_02417	CDS	432	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
E745S_02418	gene	306				
E745S_02418	CDS	306				hypothetical protein
E745S_02419	gene	1146	xerC_10			
E745S_02419	CDS	1146	xerC_10			Tyrosine recombinase XerC
E745S_02420	gene	648				
E745S_02420	CDS	648				hypothetical protein
E745S_02421	gene	294				
E745S_02421	CDS	294				hypothetical protein
E745S_02422	gene	312				
E745S_02422	CDS	312				hypothetical protein
E745S_02423	gene	240				
E745S_02423	CDS	240				hypothetical protein
E745S_02424	gene	405				
E745S_02424	CDS	405				hypothetical protein
E745S_02425	gene	159				
E745S_02425	CDS	159				hypothetical protein
E745S_02426	gene	363				
E745S_02426	CDS	363				hypothetical protein
E745S_02427	gene	849				
E745S_02427	CDS	849				hypothetical protein
E745S_02428	gene	1476				
E745S_02428	CDS	1476				hypothetical protein
E745S_02429	gene	408				
E745S_02429	CDS	408				hypothetical protein
E745S_02430	gene	216				
E745S_02430	CDS	216				hypothetical protein
E745S_02431	gene	474				
E745S_02431	CDS	474				hypothetical protein
E745S_02432	gene	1695				
E745S_02432	CDS	1695				hypothetical protein
E745S_02433	gene	186				
E745S_02433	CDS	186				hypothetical protein
E745S_02434	gene	1176				
E745S_02434	CDS	1176				hypothetical protein
E745S_02435	gene	1392				
E745S_02435	CDS	1392				hypothetical protein
E745S_02436	gene	285				
E745S_02436	CDS	285				hypothetical protein
E745S_02437	gene	336				
E745S_02437	CDS	336				hypothetical protein
E745S_02438	gene	627				
E745S_02438	CDS	627				hypothetical protein
E745S_02439	gene	837				
E745S_02439	CDS	837				hypothetical protein
E745S_02440	gene	423				
E745S_02440	CDS	423				hypothetical protein
E745S_02441	gene	1323	citS			
E745S_02441	CDS	1323	citS		COG3493	Citrate-sodium symporter
E745S_02442	gene	1641	mleS			
E745S_02442	CDS	1641	mleS	4.1.1.101	COG0281	Malolactic enzyme
E745S_02443	gene	471				
E745S_02443	CDS	471				hypothetical protein
E745S_02444	gene	1104	hmo			
E745S_02444	CDS	1104	hmo	1.1.3.46		4-hydroxymandelate oxidase
E745S_02445	gene	681				
E745S_02445	CDS	681				hypothetical protein
E745S_02446	gene	1035				
E745S_02446	CDS	1035				hypothetical protein
E745S_02447	gene	336				
E745S_02447	CDS	336				hypothetical protein
E745S_02448	gene	2481				
E745S_02448	CDS	2481				hypothetical protein
E745S_02449	gene	1509				
E745S_02449	CDS	1509				hypothetical protein
E745S_02450	gene	1365	nox_2			
E745S_02450	CDS	1365	nox_2	1.6.99.3	COG0446	NADH oxidase
E745S_02451	gene	1071				
E745S_02451	CDS	1071			COG0577	putative ABC transporter permease
E745S_02452	gene	669	hrtA_2			
E745S_02452	CDS	669	hrtA_2	3.6.3.-	COG1136	Putative hemin import ATP-binding protein HrtA
E745S_02453	gene	579				
E745S_02453	CDS	579				hypothetical protein
E745S_02454	gene	912				
E745S_02454	CDS	912				hypothetical protein
E745S_02455	gene	918	rnhC			
E745S_02455	CDS	918	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
E745S_02456	gene	438	zapA			
E745S_02456	CDS	438	zapA			Cell division protein ZapA
E745S_02457	gene	549				
E745S_02457	CDS	549				hypothetical protein
E745S_02458	gene	2361	mutS2_2			
E745S_02458	CDS	2361	mutS2_2	3.1.-.-		Endonuclease MutS2
E745S_02459	gene	315	trxA			
E745S_02459	CDS	315	trxA		COG0526	Thioredoxin
E745S_02460	gene	1779	uvrC_2			
E745S_02460	CDS	1779	uvrC_2		COG0322	UvrABC system protein C
E745S_02461	gene	900	btuD_5			
E745S_02461	CDS	900	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
E745S_02462	gene	1263	yhaP			
E745S_02462	CDS	1263	yhaP		COG1668	putative protein YhaP
E745S_02463	gene	1899	fbp			
E745S_02463	CDS	1899	fbp	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
E745S_02464	gene	720	puuD			
E745S_02464	CDS	720	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
E745S_02465	gene	324				
E745S_02465	CDS	324				hypothetical protein
E745S_02466	gene	2004				
E745S_02466	CDS	2004				hypothetical protein
E745S_02467	gene	471	ntpK			
E745S_02467	CDS	471	ntpK			V-type sodium ATPase subunit K
E745S_02468	gene	585	atpE_1			
E745S_02468	CDS	585	atpE_1			V-type proton ATPase subunit E
E745S_02469	gene	987	ntpC			
E745S_02469	CDS	987	ntpC			V-type sodium ATPase subunit C
E745S_02470	gene	312	ntpG			
E745S_02470	CDS	312	ntpG			V-type sodium ATPase subunit G
E745S_02471	gene	1782	ntpA			
E745S_02471	CDS	1782	ntpA	7.2.2.1		V-type sodium ATPase catalytic subunit A
E745S_02472	gene	1377	ntpB			
E745S_02472	CDS	1377	ntpB			V-type sodium ATPase subunit B
E745S_02473	gene	636	ntpD			
E745S_02473	CDS	636	ntpD			V-type sodium ATPase subunit D
E745S_02474	gene	1356	ntpJ_2			
E745S_02474	CDS	1356	ntpJ_2			Potassium/sodium uptake protein NtpJ
E745S_02475	gene	1395	hisC			
E745S_02475	CDS	1395	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
E745S_02476	gene	972	lhpI			
E745S_02476	CDS	972	lhpI	1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
E745S_02477	gene	783	yddE			
E745S_02477	CDS	783	yddE	5.1.-.-	COG0384	putative isomerase YddE
E745S_02478	gene	372	gloA			
E745S_02478	CDS	372	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
E745S_02479	gene	444				
E745S_02479	CDS	444				hypothetical protein
E745S_02480	gene	810	yidA_3			
E745S_02480	CDS	810	yidA_3	3.1.3.23	COG0561	Sugar phosphatase YidA
E745S_02481	gene	1368				
E745S_02481	CDS	1368				hypothetical protein
E745S_02482	gene	831	lipL			
E745S_02482	CDS	831	lipL	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
E745S_02483	gene	438				
E745S_02483	CDS	438				hypothetical protein
E745S_02484	gene	621	rpoE			
E745S_02484	CDS	621	rpoE			putative DNA-directed RNA polymerase subunit delta
E745S_02485	gene	507	sigV			
E745S_02485	CDS	507	sigV		COG1595	RNA polymerase sigma factor SigV
E745S_02486	gene	900	rsiV			
E745S_02486	CDS	900	rsiV			Anti-sigma-V factor RsiV
E745S_02487	gene	885				
E745S_02487	CDS	885				hypothetical protein
E745S_02488	gene	74				
E745S_02488	tRNA	74				tRNA-Arg(ccg)
E745S_02489	gene	1335	rpoN1			
E745S_02489	CDS	1335	rpoN1		COG1508	RNA polymerase sigma-54 factor 1
E745S_02490	gene	1038	cggR			
E745S_02490	CDS	1038	cggR		COG2390	Central glycolytic genes regulator
E745S_02491	gene	1002	gap_2			
E745S_02491	CDS	1002	gap_2	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
E745S_02492	gene	1191	pgk			
E745S_02492	CDS	1191	pgk	2.7.2.3		Phosphoglycerate kinase
E745S_02493	gene	756	tpiA			
E745S_02493	CDS	756	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
E745S_02494	gene	1299	eno			
E745S_02494	CDS	1299	eno	4.2.1.11		Enolase
E745S_02495	gene	537				
E745S_02495	CDS	537				hypothetical protein
E745S_02496	gene	807				
E745S_02496	CDS	807				IS3 family transposase ISEnfa3
E745S_02497	gene	1014				
E745S_02497	CDS	1014				ISL3 family transposase ISEfa11
E745S_02498	gene	1140	dapE			
E745S_02498	CDS	1140	dapE	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
E745S_02499	gene	576				
E745S_02499	CDS	576				hypothetical protein
E745S_02500	gene	975	rihB			
E745S_02500	CDS	975	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
E745S_02501	gene	969	menH_3			
E745S_02501	CDS	969	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
E745S_02502	gene	279	yjdJ			
E745S_02502	CDS	279	yjdJ		COG2388	putative protein YjdJ
E745S_02503	gene	237	secG			
E745S_02503	CDS	237	secG		COG1314	putative protein-export membrane protein SecG
E745S_02504	gene	756	est			
E745S_02504	CDS	756	est	3.1.1.1		Carboxylesterase
E745S_02505	gene	2358	rnr			
E745S_02505	CDS	2358	rnr	3.1.13.1	COG0557	Ribonuclease R
E745S_02506	gene	465	smpB			
E745S_02506	CDS	465	smpB		COG0691	SsrA-binding protein
E745S_02507	gene	720	atpB			
E745S_02507	CDS	720	atpB			ATP synthase subunit a
E745S_02508	gene	216	atpE_2			
E745S_02508	CDS	216	atpE_2			ATP synthase subunit c
E745S_02509	gene	525	atpF			
E745S_02509	CDS	525	atpF		COG0711	ATP synthase subunit b
E745S_02510	gene	543	atpH			
E745S_02510	CDS	543	atpH		COG0712	ATP synthase subunit delta
E745S_02511	gene	1557	atpA			
E745S_02511	CDS	1557	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
E745S_02512	gene	903	atpG			
E745S_02512	CDS	903	atpG		COG0224	ATP synthase gamma chain
E745S_02513	gene	1407	atpD			
E745S_02513	CDS	1407	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
E745S_02514	gene	423	atpC			
E745S_02514	CDS	423	atpC		COG0355	ATP synthase epsilon chain
E745S_02515	gene	231				
E745S_02515	CDS	231				hypothetical protein
E745S_02516	gene	1302	murA1_2			
E745S_02516	CDS	1302	murA1_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
E745S_02517	gene	177				
E745S_02517	CDS	177				hypothetical protein
E745S_02518	gene	297				
E745S_02518	CDS	297			COG0759	Putative membrane protein insertion efficiency factor
E745S_02519	gene	468	yvbK			
E745S_02519	CDS	468	yvbK	2.3.1.-		putative N-acetyltransferase YvbK
E745S_02520	gene	885	bglK			
E745S_02520	CDS	885	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
E745S_02521	gene	237				
E745S_02521	CDS	237				hypothetical protein
E745S_02522	gene	81				
E745S_02522	tRNA	81				tRNA-Tyr(gta)
E745S_02523	gene	74				
E745S_02523	tRNA	74				tRNA-Gln(ttg)
E745S_02524	gene	171				
E745S_02524	CDS	171				hypothetical protein
E745S_02525	gene	708	nagR_1			
E745S_02525	CDS	708	nagR_1		COG2188	HTH-type transcriptional repressor NagR
E745S_02526	gene	645	yigZ			
E745S_02526	CDS	645	yigZ		COG1739	IMPACT family member YigZ
E745S_02527	gene	288				
E745S_02527	CDS	288				hypothetical protein
E745S_02528	gene	321	ptcB_2			
E745S_02528	CDS	321	ptcB_2	2.7.1.204	COG1440	PTS system galactose-specific EIIB component
E745S_02529	gene	1314	comFA			
E745S_02529	CDS	1314	comFA	3.6.4.12	COG4098	ComF operon protein 1
E745S_02530	gene	720				
E745S_02530	CDS	720				hypothetical protein
E745S_02531	gene	552	hpf			
E745S_02531	CDS	552	hpf			Ribosome hibernation promotion factor
E745S_02532	gene	2535	secA			
E745S_02532	CDS	2535	secA		COG0653	Protein translocase subunit SecA
E745S_02533	gene	984	prfB			
E745S_02533	CDS	984	prfB			Peptide chain release factor 2
E745S_02534	gene	687	ftsE			
E745S_02534	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
E745S_02535	gene	894	ftsX			
E745S_02535	CDS	894	ftsX		COG2177	Cell division protein FtsX
E745S_02536	gene	1449	clsA_2			
E745S_02536	CDS	1449	clsA_2	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
E745S_02537	gene	858	pstS1_1			
E745S_02537	CDS	858	pstS1_1		COG0226	Phosphate-binding protein PstS 1
E745S_02538	gene	921				
E745S_02538	CDS	921				hypothetical protein
E745S_02539	gene	885				
E745S_02539	CDS	885				hypothetical protein
E745S_02540	gene	807	pstB3_1			
E745S_02540	CDS	807	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
E745S_02541	gene	759	pstB3_2			
E745S_02541	CDS	759	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
E745S_02542	gene	678	phoU			
E745S_02542	CDS	678	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
E745S_02543	gene	1032				
E745S_02543	CDS	1032				hypothetical protein
E745S_02544	gene	768				
E745S_02544	CDS	768				hypothetical protein
E745S_02545	gene	1569				
E745S_02545	CDS	1569				hypothetical protein
E745S_02546	gene	321				
E745S_02546	CDS	321				hypothetical protein
E745S_02547	gene	351				
E745S_02547	CDS	351				hypothetical protein
E745S_02548	gene	1296				
E745S_02548	CDS	1296				ISL3 family transposase ISEfa5
E745S_02549	gene	939	hprK			
E745S_02549	CDS	939	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
E745S_02550	gene	831	lgt			
E745S_02550	CDS	831	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
E745S_02551	gene	1026	gpsA_2			
E745S_02551	CDS	1026	gpsA_2	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
E745S_02552	gene	939	gtaB_2			
E745S_02552	CDS	939	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
E745S_02553	gene	441				
E745S_02553	CDS	441				hypothetical protein
E745S_02554	gene	603				
E745S_02554	CDS	603				hypothetical protein
E745S_02555	gene	1107	pepQ			
E745S_02555	CDS	1107	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
E745S_02556	gene	1002	ccpA_2			
E745S_02556	CDS	1002	ccpA_2		COG1609	Catabolite control protein A
E745S_02557	gene	2346	ponA_2			
E745S_02557	CDS	2346	ponA_2		COG0744	Penicillin-binding protein 1A/1B
E745S_02558	gene	903	nfo			
E745S_02558	CDS	903	nfo	3.1.21.2	COG0648	putative endonuclease 4
E745S_02559	gene	1188				
E745S_02559	CDS	1188				IS110 family transposase ISBth13
E745S_02560	gene	1776				
E745S_02560	CDS	1776				hypothetical protein
E745S_02561	gene	1587	mntH			
E745S_02561	CDS	1587	mntH			Divalent metal cation transporter MntH
E745S_02562	gene	225				
E745S_02562	CDS	225				hypothetical protein
E745S_02563	gene	1752	yheI			
E745S_02563	CDS	1752	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
E745S_02564	gene	1785	yheH			
E745S_02564	CDS	1785	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
E745S_02565	gene	852	licT_3			
E745S_02565	CDS	852	licT_3		COG3711	Transcription antiterminator LicT
E745S_02566	gene	1887	bglF_3			
E745S_02566	CDS	1887	bglF_3		COG1263	PTS system beta-glucoside-specific EIIBCA component
E745S_02567	gene	903	murR_2			
E745S_02567	CDS	903	murR_2			HTH-type transcriptional regulator MurR
E745S_02568	gene	1404	licH			
E745S_02568	CDS	1404	licH	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
E745S_02569	gene	1434	bglH_2			
E745S_02569	CDS	1434	bglH_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
E745S_02570	gene	927	trxB			
E745S_02570	CDS	927	trxB	1.8.1.9	COG0492	Thioredoxin reductase
E745S_02571	gene	1728	pgcA			
E745S_02571	CDS	1728	pgcA	5.4.2.2		Phosphoglucomutase
E745S_02572	gene	294	czrA			
E745S_02572	CDS	294	czrA		COG0640	HTH-type transcriptional repressor CzrA
E745S_02573	gene	861	yqfL			
E745S_02573	CDS	861	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
E745S_02574	gene	429	zur			
E745S_02574	CDS	429	zur		COG0735	Zinc-specific metallo-regulatory protein
E745S_02575	gene	177	rpsU			
E745S_02575	CDS	177	rpsU		COG0828	30S ribosomal protein S21
E745S_02576	gene	447	yqeY			
E745S_02576	CDS	447	yqeY		COG1610	putative protein YqeY
E745S_02577	gene	1380	brnQ_2			
E745S_02577	CDS	1380	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
E745S_02578	gene	972				
E745S_02578	CDS	972			COG1702	PhoH-like protein
E745S_02579	gene	2193	pgpH			
E745S_02579	CDS	2193	pgpH	3.1.4.59		Cyclic-di-AMP phosphodiesterase PgpH
E745S_02580	gene	462	ybeY			
E745S_02580	CDS	462	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
E745S_02581	gene	396	dgkA			
E745S_02581	CDS	396	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
E745S_02582	gene	900	era			
E745S_02582	CDS	900	era		COG1159	GTPase Era
E745S_02583	gene	813	recO			
E745S_02583	CDS	813	recO		COG1381	DNA repair protein RecO
E745S_02584	gene	918	glyQ			
E745S_02584	CDS	918	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
E745S_02585	gene	2076	glyS			
E745S_02585	CDS	2076	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
E745S_02586	gene	780				
E745S_02586	CDS	780				hypothetical protein
E745S_02587	gene	945	tagU_3			
E745S_02587	CDS	945	tagU_3	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
E745S_02588	gene	780	ywqC			
E745S_02588	CDS	780	ywqC		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
E745S_02589	gene	699	ywqD			
E745S_02589	CDS	699	ywqD	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
E745S_02590	gene	765	ywqE			
E745S_02590	CDS	765	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
E745S_02591	gene	1818	pglF			
E745S_02591	CDS	1818	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
E745S_02592	gene	966				
E745S_02592	CDS	966				hypothetical protein
E745S_02593	gene	696	gph_2			
E745S_02593	CDS	696	gph_2	3.1.3.18		Phosphoglycolate phosphatase
E745S_02594	gene	1119	epsN			
E745S_02594	CDS	1119	epsN	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
E745S_02595	gene	621	epsL			
E745S_02595	CDS	621	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
E745S_02596	gene	1101	pglA			
E745S_02596	CDS	1101	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
E745S_02597	gene	246				
E745S_02597	CDS	246				hypothetical protein
E745S_02598	gene	1002				
E745S_02598	CDS	1002				hypothetical protein
E745S_02599	gene	975				
E745S_02599	CDS	975				hypothetical protein
E745S_02600	gene	1080	pglH_2			
E745S_02600	CDS	1080	pglH_2	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
E745S_02601	gene	699				
E745S_02601	CDS	699				hypothetical protein
E745S_02602	gene	696				
E745S_02602	CDS	696				hypothetical protein
E745S_02603	gene	1494				
E745S_02603	CDS	1494				hypothetical protein
E745S_02604	gene	1173				
E745S_02604	CDS	1173				IS256 family transposase IS256
E745S_02605	gene	1092	wbgU_2			
E745S_02605	CDS	1092	wbgU_2	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
E745S_02606	gene	1479	ugd			
E745S_02606	CDS	1479	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
E745S_02607	gene	750	glvR			
E745S_02607	CDS	750	glvR		COG1737	HTH-type transcriptional regulator GlvR
E745S_02608	gene	951	pfkB			
E745S_02608	CDS	951	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
E745S_02609	gene	1464	fruA_5			
E745S_02609	CDS	1464	fruA_5		COG1299	PTS system fructose-specific EIIABC component
E745S_02610	gene	459	mngA			
E745S_02610	CDS	459	mngA		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
E745S_02611	gene	975	lacD2			
E745S_02611	CDS	975	lacD2	4.1.2.40	COG3684	Tagatose 1,6-diphosphate aldolase 2
E745S_02612	gene	951	yidC			
